name,address,Phone,price_range_from,price_range_to,cuisines,rating,review_count,excellent_count,very_good_count,average_count,poor_count,terrible_count
Lalit Bakery,"Charkop Market, Sector 1, Kandivali West, Mumbai 400067 India",+91 22 2867 9755,,,,4.5,4,2,2,0,0,0
Lalit Fine Dine,"Ground Floor, Topiwala Building, Station Road, Near Topiwala Talkies, Goregaon West, Mumbai 400006 India",+91 22 6671 9338,,,Seafood,4,9,3,5,1,0,0
Lalit Restaurant,"6/7, Stock Exchange Fountain, Fort, Mumbai 400001 India",22695553,,,,4,8,3,3,2,0,0
Lambas Punjabi Restaurant,"Sion Trombay Road Sion Trombay Road Chembur West, Opposite Diamond Garden, Mumbai 400071 India",67733403,,,"Indian, Asian",3.5,30,4,14,8,2,2
Landmark,"New Link Road Near Children's Hospital, Mumbai 400064 India",+91 22 4893 2026,,,"Indian, Chinese, Asian",4,45,12,24,8,0,1
Landmark Fine Dine,"Landmark Residency, Adarsh Road, Liberty Garden Road, Opposite SNDT College, Malad West Opposite S.N.D.T College, Malad West, Mumbai 400064 India",+91 75060 97937,,,"Italian, Seafood, International",4.5,8,4,2,2,0,0
Lassi Te Parrontthe,"Carter Road, Mumbai 400052 India",+91 98926 12728,,,Indian,4,16,3,11,2,0,0
Laughing Cavalier,"Malad, Mumbai 400064 India",,,,"Italian, Indian, Pizza",3.5,32,6,13,9,2,2
Laxmi Punjab,"5 Andheri Kurla Road Andheri East, Opposite Gurunanak Petrol Pump, Mumbai 400069 India",+91 22 2824 3926,,,"Chinese, Indian",4.5,5,3,1,1,0,0
Laxmi Veg Restaurant,"Adi Shankaracharya Road Excel Building, Powai, Mumbai 400076 India",25785963,,,Indian,3.5,17,3,7,6,1,0
Le Bar Diamantaire,"C 57, Bandra Kurla Complex, Bandra East Sofitel Hotel, Mumbai 400051 India",+91 22 6117 5000,,,"Indian, Bar, Pub",4.5,23,14,4,3,0,0
Le Cafe,"Ground Floor G - 42 L B S Marg, Mumbai 400086 India",+91 22 4015 9999,,,"Italian, Pizza, Cafe, European",4,22,5,13,4,0,0
Le Cafe,"1'st Road Hotel Jewel Of Chembur, Near Natraj Cinema, Mumbai 400071 India",+91 22 6709 9999,,,,4,57,22,25,10,0,0
Le Cirque Signature,"8th Floor Andheri Kurla Road, Mumbai 400059 India",+91 22 6691 1344,,,"Italian, European, French",4.5,47,29,9,1,0,2
Le Mangii,"Ground Floor Ab Nair Road Near Juhu Post office, Juhu, Mumbai 400059 India",+91 22 6675 6100,,,"Italian, Pizza",4,24,7,13,3,1,0
Le Paan,"Central Ave, Opp D Mart, Mumbai 400076 India",+91 98330 78992,,,,5,8,7,1,0,0,0
Le Pain Quotidien,"3 Maker Maxity North Avenue Maker Maxity, Mumbai 400051 India",+91 22 6643 1616,1336,1855,"Cafe, European",4,153,48,71,21,6,4
Le Pain Quotidien,"Central Avenue, Hiranandani Gardens 1st Floor, Rodas Hotel, Mumbai 400076 India",+91 22 6671 3030,18,25,"Cafe, European, French",4,146,42,71,17,2,2
Le Pain Quotidien,"A Wing 2 Prathmesh Tower Senapati Bapat Marg Tower 2, A Wing, Mumbai 400013 India",+91 91672 62755,,,Cafe,4,19,6,9,3,1,0
Leaping Windows,"3 Corner View Bianca Yari Road Off Yari Road, Opp. Bianca Towers, Andheri West, Mumbai 400061 India",+91 97699 98972,,,"Cafe, American, Pizza, International, European",4,41,11,20,7,1,1
Legacy of China,"61/2 Bungalows, Tirupati Towers, JP Road, 7 Bungalows, Opposite Canara Bank, Versova Triupati Towers, Versova, Andheri, Mumbai 400053 India",+91 22 2636 8223,,,"Chinese, Asian, Thai, Fusion",3.5,33,6,15,8,1,3
Lemon Grass,"4 Carlton Court Manuel Gonsalves Road Pali Hill, Bandra West, Opposite UTI Bank, Mumbai 400050 India",26425936,,,"Asian, Chinese, Thai",4,48,12,21,10,1,2
Lemon grass,"Dr. Ambedkar road, bandra, Mumbai 400052 India",+91 80808 09366,,,"Thai, Asian",4,18,6,9,3,0,0
Lemon Leaf,"Mandlik Rd 4 garden chalet, Apollo Bandar, Mumbai 400001 India",+91 96195 51387,,,Asian,4,46,15,19,4,1,1
Lemon Leaf,"Raheja Classic Lane Ground Floor, Royal Sands Building, Off Lokhandwala Complex, Phase D, Mumbai 400053 India",+91 22 2202 0616,,,"Chinese, Asian, Thai",4,90,28,47,13,0,1
Lemon N Spice,"Svp Road, Prarthana Samaj, Girgaum, Mumbai 400004 India",+91 22 3015 1083,,,Fast food,4,13,4,8,1,0,0
Leopold Cafe,"Shaheed Bhagat Singh Road Colaba Causeway, Mumbai 400005 India",+91 22 2202 0131,,,,4,5173,1492,1876,886,260,139
Let's Talk Fish,"I A Project Road Unit F9/F10, 1st Floor, Near Chhatrapati Shivaji International Airport, , Chakala, Mumbai 400099 India",+91 99874 88400,1300,1500,"Indian, Bar, Seafood, International, Pub, Wine Bar",5,3,3,0,0,0,0
Li Bai,"Level 37, 462 Senapati Bapat Marg, Lower Parel Palladium Hotel, Mumbai 400013 India",+91 22 6162 8000,,,"Bar, Pub",4.5,12,5,6,0,0,0
Liberty La Classique,"Siddhivinayak Tower Tank Road, Off Shankar Lane, Mumbai 400064 India",+91 22 2809 2224,,,"Indian, Chinese, Asian",4.5,15,5,9,1,0,0
Liberty Lunch Home,"3F Wellington Street, Dhobi Talav Marine Lines, Near Metro Maszid, Mumbai 400002 India",+91 22 2200 7063,,,Chinese,4,6,2,3,1,0,0
Liberty Veg Restaurant,"Jasville, Opposite Liberty Cinema, Near Bombay Hospital, 9, New Marine Lines,, Mumbai 400020 India",+91 98201 22208,,,"Indian, Asian",4,37,8,17,11,0,0
Light House Cafe,"Doctor Annie Besant Road 9, Ground Floor, Sunville Banquet Building, Mumbai 400018 India",+91 22 3371 6084,300,750,"Italian, Mexican, Mediterranean, Thai, Pizza",5,9,8,0,1,0,0
Light House Cafe,"3rd Rd Khar West, Mumbai 400052 India",+91 99674 14148,,,"Italian, Mexican, Cafe, Mediterranean, Thai, Bar, Pub",4,35,12,12,9,0,2
Light House Cafe,"9 Ground Floor, Sunville Banquets, Dr Annie Besant Road, Siddharth Nagar,, Mumbai 400018 India",+91 90046 62295,,,"Italian, Pizza, American",4,81,39,21,13,3,5
Light of Bharat,"No 69 Meher Building Ground Floor Esplande Road, Mumbai 400028 India",+91 90225 41414,,,"Indian, French, Chinese, Middle Eastern, Persian",4,16,5,6,5,0,0
Lilt,"Mathuradas Mill Compound, N.M. Joshi Marg, Lower Parel Plot 242, Mumbai 400013 India",+91 22 3015 1269,,,Asian,4,16,9,5,0,0,2
Lima Restaurant & Bar,"2 North Avenue Maker Maxity, BKC, Mumbai 400051 India",+91 22 4973 5040,1000,2000,"Peruvian, Latin, Chilean, Mexican, South American",4.5,42,25,11,2,1,3
Ling's Pavilion,"19/21 Mahakavi Bhushan Marg Behind Regal Cinema, Colaba, Mumbai 400001 India",+91 22 2285 0023,,,"Chinese, Asian",4,250,83,95,41,8,13
Lion Heart Lounge,"Dr Baba Saheb Ambedkar Rd Irani Chawl 5 & 6, Chinchpokli, Mumbai 400027 India",+91 77159 59111,,,,4.5,38,19,15,4,0,0
Litti Express,"979 Adarsh Nagar Shiv Mandir Marg Near Lotus Petrol Pump, Mumbai 400102 India",+91 22 2674 1460,,,Indian,4.5,6,3,3,0,0,0
Little Italy,"18 B Juhu Tara Road, Near Maneckji Cooper School Hotel Atlantic, Mumbai 400049 India",+91 22 2660 8815,1113,1484,"Italian, Pizza",4,183,68,74,26,5,6
Liv,"145, 1st Floor, Mahatma Gandhi Road, Kala Ghoda Fort, Mumbai 400001 India",+91 22 6634 6247,,,"Bar, Pub",4,16,2,10,3,1,0
Lmnopq,"Khar Pali Road next to Cafe Mangii, Mumbai 400052 India",+91 22 2600 2356,,,"Asian, Japanese",3.5,17,5,6,3,2,0
Lobby Lounge,"Sahar Andheri Kurla Road The Leela, Mumbai 400059 India",+91 22 6691 1324,,,Cafe,4,19,7,6,4,0,1
Lobby Lounge - Grand Hyatt Mumbai Hotel and Residences,"Bandra Kurla Complex Vicinity, Off Western Express Highway, Santacruz East,, Mumbai 400055 India",+91 22 6676 1081,500,2000,"Cafe, International",5,63,53,7,0,1,0
Loco Chino,"Peddar Road Shop 1, Ketty House, Gopalrao Deshmukh Marg, Mumbai 400026 India",+91 22 6500 6545,,,"Mexican, Chinese",3.5,15,3,7,3,1,1
Loco Loca,"Oberoi Complex, The Empresa Hotel, SAB TV Lane, Off New Link Road, Mumbai 400053 India",,,,"Vegetarian Friendly, Vegan Options",5,122,102,14,5,1,0
Locoloca,"lokhandwala Andheri, Mumbai 400053 India",0225424242,,,Indian,5,5,5,0,0,0,0
Lom Chings,"19, Wing B, Poonam Darshan, Poonam Nagar Near State Bank Of India and Axis Bank ATM, Andheri East, Mumbai 400093 India",+91 22 2838 9069,,,"Chinese, Thai",4.5,6,3,2,1,0,0
Lomchin Wok,"90 90'th Feet Road, Mumbai 400081 India",+91 22 3226 0330,,,Chinese,4,6,2,2,2,0,0
London Taxi Gastropub- Khar,"Gabbana House 2nd Floor 15'th Road Khar West, Mumbai 400052 India",+91 90041 71641,,,,4.5,154,125,21,5,2,1
Lord of the Drinks,"New link Road Ground Floor, Aver House, Veera Desai Area, Mumbai 400053 India",+91 22 3371 6064,1000,1800,"Indian, Bar, Pub",4.5,151,80,56,8,1,6
Lord of the Drinks,"Kamala Mills Compound 3rd Floor , Trade View Building ,, Mumbai 400013 India",+91 82919 45191,,,,5,36,30,4,1,1,0
Lord of the Drinks,"Senapati Bapat Marg Lower Parel, Trade View Building, Kamala Mills Compound, Mumbai 400013 India",+91 82911 06974,,,Bar,4.5,90,63,19,5,1,2
Lord of the Drinks Powai,"Orchard Avenue J M House, Delphi, Wing B, Unit No 5, 1st Floor, Hiranandani Gardens, Mumbai 400076 India",+91 98675 02444,,,,4.5,3,2,1,0,0,0
Lotus Cafe,"Juhu Tara Road JW Marriott, Mumbai 400049 India",+91 22 6693 3277,,,,4.5,1007,753,138,56,19,32
Lotus Court,"21 RH, Inside Laxmi Industrial Estate, New Link Road, Andheri Lokhandwala, Andheri West Inside Laxmi Industrial Estate, Mumbai 400053 India",+91 22 6692 2992,,,Chinese,4,7,2,4,1,0,0
Lotus Leaf,"Off Link Rd Eskay Resorts, Mumbai 400091 India",+91 22 6155 7000,200,300,"Cafe, Asian, Thai",4,12,7,2,2,0,1
Lounge at Taj Wellington Mews,"Lobby Floor 33 Nathalal Parekh Marg Taj Wellington Mews, Mumbai 400005 India",+91 22 6656 9494,,,European,4.5,7,2,5,0,0,0
Lounge Bar,"Sahar Airport Rd, Ashok Nagar, Andheri East Hilton Mumbai International Airport, Mumbai 400099 India",+91 22 2838 0000,,,"Bar, Fast food, Pub",4,42,20,10,7,2,0
Loyalty Lounge,"Chhatrapati Shivaji International Airport Area, Vile Parle, Mumbai 400047 India",,,,Indian,4.5,15,8,6,0,0,1
LSD - Love Sugar & Dough,"Chinoy Mansion, Warden Road, Next To Precious Hair Dressers, Breach Candy Next To Precious Hairdresser, Cumballa Hill, Mumbai 400036 India",+91 22 2364 6571,,,,4,10,4,5,0,1,0
Lubss Cafe & Fast Food,"Old Sridevi Bungalow, Ramee Guest Line, Near Novotel Hotel & Sun n Sand Hotel AB Nair Road, Mumbai 400049 India",+91 93401 35727,100,500,"Italian, Chinese, Indian, Cafe, Fast food",5,3,3,0,0,0,0
Lucknowi Legacy,"9c & 10 Meera Tower Goregaon Link Road, Mumbai 400102 India",+91 22 2633 8882,,,"Indian, Asian, Chinese",4,24,7,12,4,0,1
Lucky Biryani,"4 & 5, A Wing, Vaibhav Palace, Malad Andheri Link Road, Jogeshwari West, Oshiwara, Andheri West Oshiwara, Jogeshwari West, Near Oshiwara Bus Depot, Mumbai 400053 India",+91 22 6590 4446,,,,4,11,5,4,1,0,1
Lucky Dragon,"6 Shop No, Mumbai 400016 India",+91 22 2431 6377,,,"Chinese, Asian",4,18,4,11,2,0,0
Lucky Restaurant,"Hill road Junction of Hill Road and S.V. Road, Mumbai 400050 India",+91 22 2644 2973,,,Indian,4,102,40,44,12,3,1
Lucky Sandwich & Pizza Corner,"Shop No. 1, Bajaj Road, Near Bank of Baroda, Vile Parle West, Mumbai 400056 India",+91 22 4917 1035,,,"Indian, Pizza, Fast food",4,20,8,10,1,0,1
Lume Restaurant & Bar,"Sir Mathuradas Vasanji Road Hotel Aureole, Bima Nagar Society, Telli Gali, Near Andheri East Station, Mumbai 400069 India",+91 22 3015 0877,,,,4,16,5,8,2,0,1
Luna,"Regis Mumbai Level 37 The St 462 Senapati Bapat Marg, Lower Parel, Mumbai 400013 India",+91 22 6162 8422,,,"European, Bar, Pub",4.5,63,37,20,2,1,1
Lung Fung,"No 9 13 New Rajshree Building Shop, Mumbai 400066 India",+91 22 2810 1268,,,Chinese,4.5,7,3,3,1,0,0
Maa Anjani Pav Bhaji Center,"22 Link Road Kalpana chawla chowk, shimpoli road, haridas nagar, Borivali west, Mumbai 400092 India",+91 98331 33190,,,"Indian, Fast food",4,22,8,7,4,1,1
Mabruk,"Domestic Airport Western Express Highway Hotel Sahara Star, Mumbai 400099 India",+91 98927 90094,,,,5,223,194,19,7,1,0
Made in Punjab,"Level 2, Inorbit Mall, Malad West, Mumbai 400064 India",+91 90045 15000,,,"Indian, Asian",4,142,43,58,25,9,7
Madeira & Mime,"Transocean House, Lake Boulevard, Powai, Mumbai 400076 India",+91 22 4141 5161,,,"Indian, Bar",4.5,120,74,31,9,1,2
Madhuram Sweets and Farsan House,"Lokmanya Tilak Road, Opposite Goyal Shopping Centre, Borivali West, Mumbai 400092 India",+91 22 2898 2021,,,,4.5,12,4,7,1,0,0
Madina Hotel Restaurant,"82 Lj Road, Near St Michaels Church, Mumbai 400016 India",+91 22 2445 6540,,,,4.5,6,4,1,1,0,0
Madras Bhuvan,"445-451, Kalbadevi Road, Mumbai 400002 India",+91 22 2205 5037,,,Chinese,4.5,8,4,3,1,0,0
Madras Cafe,"22/A, Aziz Mansion, Shahid Bhagat Singh Road Colaba, Near Lakshmi Vilas Bank ATM, Mumbai 400056 India",+91 22 2282 3544,,,"Indian, Asian",4.5,47,22,15,7,0,1
Madras diaries,"117 Waterfield Road Shop 7, Ground Floor, Muzaffar Manor, Mumbai 400050 India",+91 22 6517 8888,,,Indian,4,82,37,31,11,2,1
Madras Idli,"Pahadi Eskar Station Road Anupam Chitra Mandir, Near Bata Showroom, Mumbai 400063 India",+91 84336 60077,,,Indian,4.5,5,2,3,0,0,0
Maffy's,"Sea Palace Hotel Apollo Bunder, Colaba, Mumbai 400005 India",+91 22 6105 4370,,,"Lebanese, Mediterranean, Turkish, Middle Eastern, Egyptian, Pizza",4.5,28,18,5,2,0,2
Mahalaxmi Fast Food,"22, Juhu Beach, Juhu Tara Road, Juhu, Mumbai 400049 India",,,,"Chinese, Fast food",4.5,6,2,4,0,0,0
Maharaja,"Chakala Road, Mumbai 400099 India",+91 22 2836 9994,,,"Indian, Asian, Seafood",4,29,5,17,4,0,1
Maharaja Bhog,"Juhu Tara Road Opposite Juhu Beach, Chowpatty Bus Stop, Mumbai 400047 India",+91 22 2661 7722,,,Indian,4.5,72,37,23,6,3,2
Maharaja Bhog,"126 Almac House Senapati Bapat Marg Lower Parel, opp. Kamla Mills Compund., Mumbai 400013 India",+91 22 2481 1300,,,Indian,4.5,19,7,11,1,0,0
Maharaja Bhog,"Inorbit Mall, 2nd Floor, Link Road, Mindspace, Malad West Inorbit Mall, Hypercity, Malad West, Mumbai 400064 India",+91 22 3015 1600,,,"Indian, Asian",4,100,34,42,12,5,7
Maharaja Bhog,"Central Avenue Above Haiko Supermarket, Haiko Mall, Level 1, Hiranandani Gardens, Mumbai 400076 India",+91 22 2878 0022,,,Indian,4,40,16,16,3,1,4
Maharaja Bhog,"Oberoi Mall 3rd Floor Film City Road, Mumbai 400063 India",+91 22 6693 0022,,,"Indian, Asian",4,297,111,143,23,12,6
Maharaja Bhog,"Malad West Infiniti Mall, Mumbai 400064 India",+91 22 2842 4001,,,Indian,4.5,7,5,2,0,0,0
Maharaja Bhog - Premium Veg Thali,"Central Avenue First floor, Haiko Mall, Hiranandani gardens, Powai, Mumbai 400076 India",+91 22 6693 0022,,,Vegetarian Friendly,4.5,10,6,3,1,0,0
Mahesh Lunch Home,"8 - B Cawasji Patel Street, Opposite Axis Bank, Mumbai 400001 India",+91 22 2287 0938,800,1200,"Indian, Seafood, Asian",4.5,1076,491,382,91,27,15
Mahesh Lunch Home,"Andheri Kurla Road Saki Naka Metro Station, Andheri East, Mumbai 400069 India",+91 22 2856 5560,600,800,"Asian, Indian, Seafood",4,119,37,59,12,6,0
Mahesh Lunch Home,"Pokran Road No. 1 Opp. Raymonds, Thane West, Mumbai 400606 India",+(91)25441822,600,800,"Indian, Seafood, Chinese",4,24,6,13,1,1,3
Mahesh Lunch Home,"Bhagwan Mahaveer Rd Platinum Techno Park, Sector 30A, Mumbai 400705 India",+91 22 6454 4441,500,800,"Indian, Seafood, Asian",4,54,14,24,13,2,1
Mahesh Lunch Home,"Juhu Tara Road Kings Apartment, Next to J.W. Marriott, Mumbai 400049 India",+91 90046 55554,403,537,"Indian, Seafood, Asian",4,747,323,260,93,29,18
Mahesh Lunch Home,"2 Govinda Sagar Marg Vidyanagari, Mumbai 400098 India",66925020,,,"Indian, Seafood",4,19,7,5,4,1,0
Mainland china,"2nd Floor Block A, Mumbai 400076 India",+91 22 3084 9242,,,"Chinese, Asian",4.5,23,9,11,1,0,1
Mainland China,"6th Floor Linking Road Above Shoppers Stop, Bandra West, Mumbai 400050 India",+91 22 3348 8036,,,"Chinese, Asian",4,27,8,16,1,0,2
Mainland China,"Western Express Highway 101 Gower Mall, Mumbai 400101 India",+91 22 6706 7700,,,"Chinese, Asian",4,13,5,4,4,0,0
Mainland China,"Link Road 3rd Floor, Infinity Mall 2, Malad West, Mumbai 400064 India",+91 74984 37245,,,Chinese,4,125,37,62,15,7,4
Mainland China,"Ground Floor, Shalimar Morya Park, Off New Link Rd, Andheri, Mumbai 400053 India",+91 98678 99486,,,Chinese,4,10,5,3,1,0,1
Mainland China,"Sakinaka Junction, Andheri Kurla Road, Opposite HP Petrol Pump, Andheri East, Mumbai 400072 India",+91 22 2857 8656,,,,4,1015,375,440,152,29,13
Mainland China,"Central Avenue 1st Floor City Park Building, Mumbai 400076 India",+91 22 4896 2289,,,,4,104,32,44,18,4,2
Mainland China,"R City Mall, 3rd Floor, Amrut Nagar, LBS Marg, Ghatkopar West Ghatkopar, Mumbai 400086 India",+91 22 6642 4750,,,"Chinese, Asian",3.5,65,14,28,13,7,2
Mainland China Asia Kitchen,"462 Phoenix Mills Compound 3rd Floor Senapati Bapat Marg, Mumbai 400013 India",+91 22 2496 4252,,,,4,138,35,73,18,4,6
Mainland China Restaurant,"Sobo Central Unit Tulsiwadi, Mumbai 400034 India",61621844,,,"Chinese, Asian",4.5,12,6,6,0,0,0
Mainland China Restaurant,"4th Floor Morya Landmark - 1 B Dalia Industrial Estate Road B/25, Morya Landmark - 1, 4th Floor, Veera Industrial Estate, Andheri West, Mumbai 400053 India",+91 22 3341 6700,,,"Chinese, Asian, Soups",4,85,36,37,4,4,3
"Mainland china, growel mall, kandivali east, mumbai","Kandivali East, Mumbai 400101 India",+91 22 6706 7700,,,,4,83,21,43,14,4,1
Maji Sagar,"& 2 1 Maji Sagar Pandit Madan Mohan Malaviya Road Maji Sagar Maji Sagar Maji Sagar Opposite Air Conditioned Market Opposite Tardeo A/C Market, Tardeo, Mumbai 400034 India",+91 22 2352 9987,,,"Indian, Fast food",4.5,24,10,11,3,0,0
Makani,"Lal Bahadur Shastri Rd Lorven House, opp Magnet Mall, Bhandup West, Mumbai 400078 India",25969999,,,"Indian, Middle Eastern, Persian, Arabic",4,7,3,2,2,0,0
Malabar Hill Club,"13 B G Kher Road Malabar Hill, Mumbai 400006 India",,,,"Bar, Pub, Indian",4.5,16,7,4,3,0,0
Maldrin's,"3 4 Sunder Lane Behind Orlem Chruch, Malad West, Mumbai 400064 India",+91 22 2882 2144,,,Chinese,5,5,4,1,0,0,0
Malgudi,"Fc - 10 Oberoi Mall 3rd Floor Western Express Highway Shop No, Mumbai 400063 India",+91 86920 54248,,,"Indian, Fast food",4,20,3,12,5,0,0
Malgudi,"2nd Floor, Infiniti Mall, Next To Raheja Classique Complex, Oshiwara New Link Road, Andheri West, Mumbai 400053 India",+91 22 5526 5265,,,Indian,4,27,5,18,4,0,0
Malgudi,"2 & 3 Plot 57 Gorai II, Gorai, Borivali, Mumbai 400091 India",+91 22 2867 0508,,,Chinese,4,8,1,6,1,0,0
Malhaar Restaurant & Bar,"Ground Floor, Pearl Hotel Building, DK Sandu Marg, 19th Road, Chembur East,, Mumbai 400071 India",+91 22 2528 4230,,,,3.5,12,3,3,5,1,0
Malhar Tribes,"Marol Maroshi Road, Mumbai 400059 India",+91 76660 00444,,,Seafood,4.5,10,6,4,0,0,0
Malvan Katta Restaurant,"DL Vaidya Road Tata Road, Opposite Shivaji Park, Mumbai 400005 India",26871056,,,Seafood,4.5,11,4,7,0,0,0
Malvan Samudra,"Narendra Bhuvan, Vikhroli Station Road, Below Old Court Building, Vikhroli West, Mumbai 400083 India",+91 22 2578 2909,,,Seafood,4,9,2,6,1,0,0
Malwani Aswad,"Shahaji Raje Marg Opposite Bhoota High School, Vile Parle East, Mumbai 400057 India",+91 22 2684 5842,,,"Indian, Seafood",4,22,10,8,3,0,1
Malwani Kalwan,"Sunder Lane, Mumbai 400064 India",+91 22 6591 3516,,,Asian,4,12,2,7,2,1,0
Malwani Kkalwan,"7 Aram Nagar Road, Mumbai 400061 India",+91 22 6522 0404,,,"Seafood, Asian",4,11,4,4,3,0,0
Mama Kane,"222 Smruti Kunj Senapati Bapat Marg Near Dadar Railway Station, Dadar West, Mumbai 400028 India",+91 22 2422 1161,,,Indian,4.5,27,10,14,3,0,0
Mama Mia Pizza,"1 A R Rangnekar Road Parmanand Building, French Bridge, Opera House Po, Mumbai 400004 India",23632255,,,"Pizza, Fast food, Italian, Chinese",3.5,23,4,10,6,1,1
Mama Mia!,"21/22, Byculla House, Clare Road, Next to Bank of Baroda, Byculla, Mumbai 400008 India",+91 22 2307 1010,,,Chinese,4.5,7,2,5,0,0,0
Mamagoto,"5, Surya Mahal, Burjarji Bharucha Marg, Kalaghoda, Fort Kalaghoda Fort, Mumbai 400001 India",+91 22 6749 5660,,,"Chinese, Asian, Thai, Fusion",4,63,22,29,7,3,0
Mamagoto,"Surya Mahal, Near Stock Exchange, Mumbai - 400023, Mumbai 400023 India",+91 22 6749 5660,,,"Chinese, Asian, Thai, Burmese",4,42,11,24,6,0,0
Mamagoto,"133, Ground Floor, Gazebo House, Hill Road Opposite City Mall, New Link Road, Andheri West, Mumbai, Mumbai 400053 India",+91 22 3015 1091,,,,4,307,86,154,47,11,5
Mamagoto,"B - 40 Opp City Mall Unit 1 - 5 New Link Road, Mumbai 400053 India",+91 22 4005 9760,,,"Chinese, Asian, Thai",3.5,69,7,42,14,4,2
Mamagoto,"B 40, Unit 1 -5, Patel Commercial Premises Cooperative Society Ltd, Opposite City Mall, New Link Road, Andheri West, Mumbai 400053 India",+91 22 6105 4584,,,"Chinese, Asian",4,9,1,6,2,0,0
Mamgato,"5 Boman Behram Marg, Mumbai 400001 India",+91 22 3348 8050,,,"Asian, Chinese",4,11,2,7,2,0,0
Mamledar Misal,"Tilak Road Shop No 5, Shankar Sagar Near Gurukul School & College, Ghatkopar East, Mumbai 400077 India",,,,Indian,4.5,4,1,3,0,0,0
Manchester United Cafe,"LBS Marg R City Mall, Ghatkopar, Mumbai 400086 India",,,,"Bar, Contemporary",4,36,12,17,3,3,1
Mangesh Vada Pav,"Bhabai Road, Mumbai 400092 India",,,,Indian,4,10,3,6,1,0,0
Mangia Fuori,"JVPD Scheme, Gulmohar Cross Road 7, Near Model Town Society, Vile Parle West, Mumbai 400056 India",+91 22 6675 1728,,,"Italian, Pizza",4,34,11,13,7,2,1
Mangii Ferra,"Ground Floor, On Satyadeep Apartment, Gulmohar Cross Road No. 7, JVPD Scheme, Mumbai 400049 India",+91 22 6675 1728,1000,1800,"Italian, European",5,8,6,2,0,0,0
Mango Tree,"Juhu Tara Road 3rd Floor, Horizon Hotel, Mumbai 400049 India",+91 86555 51277,,,Thai,4,10,4,3,2,1,0
Mangoes,"601 Amarshi Road Opposite Old Mangoes, Orlem, Malad West, Mumbai 400064 India",+91 22 2801 5552,,,Indian,4,14,5,5,3,0,1
Mani's Lunch Home,"12, Sion Dharavi Road Opposite Our Lady School, Sion, Mumbai 400022 India",+91 22 2407 9584,,,,4.5,12,5,7,0,0,0
Mani's Lunch Home,"Road Number 2 No. 86, Komal Building, Chembur East, Dadar, Mumbai 400071 India",+91 22 2412 7188,,,"Indian, Asian",4.5,58,28,24,4,0,2
Mani's Lunch Home,"153/C, Lakshami Narayan Rd Mhaskar Building, Mumbai 400019 India",+91 22 2412 7188,,,Indian,4.5,33,19,11,3,0,0
Manju Dosa,"17th Road Near JML School, Khar West, Mumbai 400052 India",+91 99306 81608,,,"Indian, Fast food",4.5,19,8,9,2,0,0
Mannrangi,"13th Floor First Avenue Opposite Inorbit Mall, Goregaon - Mulund Link Rd, Malad West, Mumbai 400064 India",+91 77760 72072,,,Indian,5,22,20,1,0,0,1
Manohar Pav Bhaji,"103, Pirbhai Terrace Building, Jss Road, Bhatwadi, Near Bhavani Krupa Building, Girgaum, Mumbai 400004 India",+91 22 2361 6943,,,,4.5,11,6,4,1,0,0
Manohar Pure Veg,"13, Giridhar Sadan, NC Kelkar Road Shivaji Park, Dadar West, Near Sena Bhavan, Mumbai 400028 India",+91 22 2430 6513,,,Indian,4,7,1,5,1,0,0
Manoj Ice Cream,"16, Anand Road, Malad West Opposite Malad Railway Station, Mumbai 400064 India",+91 22 2888 1313,,,,4.5,6,2,4,0,0,0
Mansion Bar & Lounge,"Commercial Towers O2 A Wing 5th Floor Minerva Estate Opposite, Mumbai 400080 India",+91 89760 16661,,,"Indian, Asian",4.5,25,16,8,0,1,0
Mantra Dining Bar,"Ground Floor 1 - 16 Opp Pizza Hut Central Avenue, Mumbai 400076 India",+91 22 2570 2502,,,Indian,4,138,40,74,16,3,1
Manuhaar- The Taste of Tradition,"Hotel Sahara Star, Opp Domestic Airport, Mumbai 400099 India",+91 22 3989 5000,,,Indian,5,201,191,7,1,1,1
Mao Family Restaurant,"534/535, Kalbadevi, Mumbai 400002 India",+91 22 3015 1725,,,"Indian, Chinese, Seafood",4,20,6,9,4,0,1
Markaz,"3 Crystal Park Chs Near Malkani Complex, Jogeshwari West, Mumbai 400102 India",+91 22 2679 1203,,,,4,10,6,1,2,0,1
Maroosh,"4-5, Plot 248, New Karnal Building Bandra West, Waterfield Road, Mumbai 400050 India",+91 22 6671 0840,,,"Lebanese, Middle Eastern, Fast food, Mediterranean",4,19,7,9,3,0,0
Maroush Restaurant,"Senapati Bapat Marg Senapati Bapat Marg, Lower Parel, Mumbai 400013 India",+91 98333 97060,,,"Middle Eastern, Indian, Lebanese, Mediterranean, Asian",3.5,38,12,14,4,4,3
Martins the Chinese Nook,"Link Road Next to Yamaha Showroom, Malad West, Mumbai 400064 India",+91 22 6450 6450,,,"Chinese, Asian",4,11,4,4,2,0,1
Maruti Pav  Bhaji,"Old Police Station Road Shop No:24, Angelina Apartment, Ground Floor, Mumbai 400056 India",+91 22 3856 5497,,,,4,9,3,4,1,0,1
Marwaadi,"30 Raj Arcade, Opp D-mart, Mahavir Nagar, Kandivali, Mumbai 400067 India",+91 72403 72404,,,,5,5,4,1,0,0,0
