Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price,Image
amigosindia,4.5,delhi,1-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Pet-friendly,Restaurant,Kitchen,Airport shuttle,706,
Holiday Inn Express New Delhi Int'l Airport T3,4.2,delhi,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Fitness center,Spa,Paid parking,Bar,Restaurant,14081,
"Welcomhotel By ITC Hotels, Dwarka, New Delhi - Contemporary Hotel in the Capital | Ideal for Business & Leisure Travellers",4.5,delhi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,10195,
Treebo Trend Lazystay Grand - Hotel in Bhubaneswar,4.1,bhubaneswar,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,2920,
"MAYFAIR Convention, Bhubaneswar",4.5,bhubaneswar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Fitness center,Spa,Bar,6476,
Hello Stay Hotel Bhubaneswar,4.2,bhubaneswar,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,1231,
Hotel SJ Pride,4.8,bhubaneswar,2-star hotel,Free Wi-Fi,Pool,Restaurant,Kitchen,Airport shuttle,Full-service laundry,0,0,1239,
Empires Hotel Bhubaneswar,4.1,bhubaneswar,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,3646,
"MAYFAIR Convention, Bhubaneswar",4.5,bhubaneswar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Fitness center,Spa,Bar,5975,
"Mango Hotels–Prangan, Bhubaneswar",4.1,bhubaneswar,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,3126,
Mayfair Lagoon,4.6,bhubaneswar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,10779,
Venus Inn Restaurant,4.1,bhubaneswar,4-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1948,
Ginger Bhubaneshwar,3.9,bhubaneswar,2-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,2959,
THE GREENSTAR INN PREMIUM,4.6,bhubaneswar,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,0,1512,
IRA By Orchid Bhubaneswar ( Formerly Vits Bhubaneswar ),4.1,bhubaneswar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,3782,
Swosti Premium - Luxury 5-Star Hotel in Bhubaneswar,4.3,bhubaneswar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6215,
"Vivanta Bhubaneswar, DN Square",4.6,bhubaneswar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,9089,
"Welcomhotel By ITC Hotels, Bhubaneswar-LEED Platinum Certified Premium Hotel Near the Airport| 1.5 hrs away from Puri",4.7,bhubaneswar,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7616,
Hotel Excellency (A Unit of Excellency Resorts Pvt. Ltd.),4.1,bhubaneswar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3395,
Super OYO Townhouse 235 Swain Heritage,4.4,bhubaneswar,Apartment,Sleeps 4,2 bedrooms,Air conditioning,Cable TV,Free Wi-Fi,No airport shuttle,No beach access,No elevator,2044,
Treebo Trend Oasis,4.2,bhubaneswar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,2854,
IRA By Orchid Bhubaneswar ( Formerly Vits Bhubaneswar ),4.1,bhubaneswar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,4367,
The Westin Goa,4.6,goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,20650,
The LaLiT Golf & Spa Resort Goa,4.4,goa,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,16756,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/fd/62/c3/lobby.jpg?w=1200&h=-1&s=1
Casa Seaesta Beach Cottages and Suites,3.6,goa,Sleeps 6,2 bedrooms,Air conditioning,Airport shuttle,Pool,Smoke-free,Free parking,Free Wi-Fi,No beach access,2466,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/86/23/02/casa-seaesta-beach-cottages.jpg?w=700&h=-1&s=1
Radisson Resort Goa Baga,4.8,goa,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4397,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a4/62/42/entrance.jpg?w=1100&h=-1&s=1
W Goa,4.5,goa,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,7435,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/2c/d3/ce/porte-cochere.jpg?w=1200&h=-1&s=1
"The Hosteller Goa, Arpora",4.3,goa,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,0,0,0,1157,https://cf.bstatic.com/xdata/images/hotel/max1024x768/461371969.jpg?k=9fc248599d5347b4f9a0a2b967d30b9635280729ca2e0bdf3ab6aee2a9723462&o=&hp=1
Grand Hyatt Goa,4.6,goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,20307,https://www.myweddingplanning.in/wp-content/uploads/Grand-Hyatt-Goa-Pool-599x599.jpg
Little India Beach Cottages,4.0,goa,House,Sleeps 10,5 bedrooms,5 bathrooms,Air conditioning,Pool,Free parking,Free Wi-Fi,No airport shuttle,6947,https://cf.bstatic.com/xdata/images/hotel/max1024x768/91576899.jpg?k=8155b10995e7e91e071149f3ad9ce115c8367656da4f7960ab8a4006e5f4175a&o=&hp=1
"Holiday Inn Resort Goa, an IHG Hotel",4.6,goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Beach access,11934,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/11/14/3d/porte-coche.jpg?w=1200&h=-1&s=1
Agonda Paradise Beach Huts,4.2,goa,Sleeps 9,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No beach access,No crib,4200,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/bc/78/26/beach-front-ac-cottages.jpg?w=700&h=-1&s=1
Pitruchaya Sea View Cottages by Vyom Trails,4.1,goa,0,0,0,0,0,0,0,0,0,1617,
The LaLiT Golf & Spa Resort Goa,4.4,goa,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,11855,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/fd/62/c3/lobby.jpg?w=1200&h=-1&s=1
"Whoopers Boutique Hotel, Anjuna",4.9,goa,0,0,0,0,0,0,0,0,0,1612,
"The Hosteller Goa, Candolim",4.7,goa,Free Wi-Fi,Free parking,Pool,Air conditioning,Breakfast,0,0,0,0,1315,https://cdn1.goibibo.com/voy_ing/t_fs/c9342900045811eea6f10a58a9feac02.jpg
Tropical Bay,3.8,goa,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Bar,Kitchen,Kid-friendly,0,1344,https://cf.bstatic.com/xdata/images/hotel/max1024x768/410704737.jpg?k=efce58405adb8e3eb3bec91b226ecb4e6c56d21f44d67d6d1775d82f594138b6&o=&hp=1
Cola Goa Beach Resort,4.3,goa,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Spa,Beach access,Bar,12744,https://cf.bstatic.com/xdata/images/hotel/max1024x768/283428441.jpg?k=a68878504593b840c24cf6a36ba83f0a00da4ba2a92f0784a4e7307c5a3f3915&o=&hp=1
Blue Lagoon Resort | Room & Restaurant,3.9,goa,Villa,Sleeps 8,3 bedrooms,Fireplace,Paid parking,Free Wi-Fi,No air conditioning,No crib,No elevator,4487,https://media-cdn.tripadvisor.com/media/photo-s/10/a0/93/bf/main-restaurant.jpg
Radisson Blu Resort Goa Cavelossim Beach,4.4,goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,15898,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/44/e7/ef/aerial-view.jpg?w=700&h=-1&s=1
"Vivanta Goa, Miramar",4.5,goa,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Fitness center,Restaurant,Room service,11788,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/23/63/cc/vivanta-goa-miramar.jpg?w=1200&h=-1&s=1
Mayfair on Sea,4.5,goa,0,0,0,0,0,0,0,0,0,10620,
"The Zuri White Sands, Goa Resort & Casino",4.4,goa,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,16795,https://cf.bstatic.com/xdata/images/hotel/max1024x768/16599481.jpg?k=da90d1e3a20266591f8effd48ad2b78d207508ff6b69710da36aef7b04d7f0fc&o=&hp=1
The Queeny,3.4,goa,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,1435,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/81/5e/f3/the-queeny-oyo-premium.jpg?w=1200&h=-1&s=1
"Holiday Inn Goa Candolim, an IHG Hotel",4.7,goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,15503,https://digital.ihg.com/is/image/ihg/holiday-inn-north-goa-7533787372-4x3
"Taj Holiday Village Resort and Spa, Goa",4.7,goa,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,26550,https://www.tajhotels.com/content/dam/luxury/hotels/Taj_Holiday_Village_Goa/new-images/Gaon-villa-garden-view/Goan-Villa-Garden-View-Facade.jpg
ibis Mumbai Vikhroli,4.8,mumbai,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Room service,Airport shuttle,7392,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3b/36/b0/exterior.jpg?w=1100&h=-1&s=1
The Lalit Mumbai,4.4,mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14278,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/b3/96/b5/the-lalit-mumbai.jpg?w=1200&h=-1&s=1
JW Marriott Mumbai Juhu,4.5,mumbai,5-star hotel,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Breakfast,Beach access,5725,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/1e/e3/50/jw-marriott-hotel-mumbai.jpg?w=1200&h=-1&s=1
Empire Royale Hotel,4.4,mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Kitchen,Full-service laundry,0,1582,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/39/a5/bd/empire-royale-hotel.jpg?w=1200&h=-1&s=1
"The Taj Mahal Palace, Mumbai",4.8,mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,33021,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/07/ef/27/exteriorlongshot.jpg?w=1200&h=-1&s=1
Grand Hyatt Mumbai Hotel & Residences,4.5,mumbai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,14025,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/6b/44/1b/grand-hyatt-mumbai-hotel.jpg?w=1200&h=-1&s=1
Shahana Guest House,3.1,mumbai,2-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Full-service laundry,0,0,0,0,635,https://content3.jdmagicbox.com/comp/mumbai/v2/022pxx22.xx22.090817181035.l5v2/catalogue/shahana-guest-house-and-dormitory-andheri-east-mumbai-guest-house-14doskx5pn.jpg
SAINA RESORT,3.6,mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Accessible,Kid-friendly,5082,https://content.jdmagicbox.com/comp/mumbai/v2/022pxx22.xx22.140303173334.k7v2/catalogue/saina-resort-malad-west-mumbai-resorts-1ut0w8s.jpg
Stay Villa Dormitory (for Male and Female),5.0,mumbai,Bungalow,Sleeps 28,28 bedrooms,7 bathrooms,Air conditioning,Kid-friendly,Kitchen,Smoke-free,No fitness center,952,https://media-cdn.tripadvisor.com/media/vr-splice-j/09/21/9a/77.jpg
Hotel Milan International,3.9,mumbai,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,1389,https://goreviews.goibibo.com/ugc1/t_ug/mumbai-milan-international-jaswin-1692160938448.jpeg
Gagal Home BKC Suite | Rooms & Caretaker,3.7,mumbai,Sleeps 4,2 bedrooms,Air conditioning,Elevator,Fireplace,Kitchen,Paid parking,Free Wi-Fi,No crib,4208,https://gos3.ibcdn.com/0a66ff90832911e78a7d0a9df65c8753.jpg
Qubestay Airport Capsule Hotel And Hostel,4.1,mumbai,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,0,0,0,1334,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/7e/b6/95/qubestay-airport-capsule.jpg?w=1200&h=-1&s=1
"Ginger Mumbai, Goregaon",4.0,mumbai,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,4031,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/52/63/dd/ginger-epiphany.jpg?w=1100&h=-1&s=1
The Lalit Mumbai,4.4,mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,11101,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/b3/96/b5/the-lalit-mumbai.jpg?w=1200&h=-1&s=1
Royal Palms Villas with Private Pool,4.0,mumbai,Free Wi-Fi,Paid parking,Pool,Spa,Kitchen,Full-service laundry,0,0,0,20536,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/1e/4d/ce/pool--v15259215.jpg?w=1200&h=-1&s=1
The Leela Mumbai - Resort Style Business Hotel,4.5,mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,11210,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/b2/28/6e/exterior-panorama-view.jpg?w=1100&h=-1&s=1
Hotel Nest N Rest - Mumbai,4.4,mumbai,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,0,0,0,1116,https://cdn1.goibibo.com/voy_ing/t_fs/52def11e586611ea97c40242ac110004.jpg
Novotel Mumbai Juhu Beach,4.3,mumbai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Beach access,11785,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/d3/b2/4f/exterior-view.jpg?w=1100&h=-1&s=1
Airport inn residency,3.7,mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1109,"https://cdn1.goibibo.com/voy_ing/t_srp/233f72f2392b11eb8f8f0242ac110002.jpg?im=Resize=(280,188)"
Courtyard by Marriott Mumbai International Airport,4.4,mumbai,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,11103,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/02/e1/43/outdoor-swimming-pool.jpg?w=1200&h=-1&s=1
JW Marriott Mumbai Sahar,4.6,mumbai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,12963,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/ee/2d/9d/jw-marriott-hotel-mumbai.jpg?w=1200&h=-1&s=1
The Westin Mumbai Garden City,4.5,mumbai,5-star hotel,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,Breakfast,12963,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/e7/6c/4c/exterior-building-facade.jpg?w=1200&h=-1&s=1
"Holiday Inn Mumbai International Airport, an IHG Hotel",4.5,mumbai,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,10619,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/f1/1b/60/holiday-inn-mumbai-international.jpg?w=700&h=-1&s=1
Novotel Mumbai Juhu Beach,4.3,mumbai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Beach access,11800,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/d3/b2/4f/exterior-view.jpg?w=1100&h=-1&s=1
Fairfield by Marriott Lucknow,4.3,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,4816,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/d2/ef/2b/superior-guest-room.jpg?w=1000&h=-1&s=1
Novotel Lucknow Gomti Nagar,4.5,lucknow,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Bar,6551,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/00/02/fd/exterior-view.jpg?w=1100&h=-1&s=1
Townhouse 1166 Bsa Townhouse,3.7,lucknow,Apartment,Sleeps 3,1 bedroom,Free parking,Free Wi-Fi,No air conditioning,No airport shuttle,No beach access,No elevator,1296,
Hyatt Regency Lucknow,4.4,lucknow,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4480,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/63/0e/bd/bathroom.jpg?w=1100&h=-1&s=1
Fairfield by Marriott Lucknow,4.3,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,4814,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/6d/4b/3a/kava-restaurant.jpg?w=1200&h=-1&s=1
Radisson Lucknow City Center,4.3,lucknow,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,4189,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/96/3c/87/hotel-exterior.jpg?w=1100&h=-1&s=1
Taj Mahal Lucknow,4.6,lucknow,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,10936,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/2e/73/f3/celsius-the-pool.jpg?w=1200&h=-1&s=1
The Regnant,4.2,lucknow,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,3892,
Hilton Garden Inn Lucknow,4.3,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5663,
Ginger Lucknow,4.0,lucknow,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,2664,
DCorbiz Hotel & Restaurant,4.0,lucknow,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,2108,
Hotel Aryan,3.8,lucknow,2-star hotel,Free Wi-Fi,Room service,Kitchen,Full-service laundry,Kid-friendly,0,0,0,587,
Hotel Golden Orchid,4.0,lucknow,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Room service,Kitchen,Airport shuttle,Full-service laundry,2218,
Fortune Park BBD - Hotel in Lucknow,4.3,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7197,
Hotel Millenia Regency Lucknow,4.2,lucknow,Free breakfast,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Kid-friendly,2814,
Golden Tulip Lucknow,4.2,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7271,
The Grand Radiant-3 Star Hotel in Lucknow,4.0,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2453,
Comfort Inn,4.1,lucknow,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,3394,
"lebua Lucknow, Saraca Estate",4.3,lucknow,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,7621,
Comfort Hotel Vista,4.6,lucknow,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,6160,
Hilton Garden Inn Lucknow,4.3,lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5664,
The Park Hotel,4.4,kolkata,5-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,7295,https://www.theparkhotels.com/images/site-specific/hyderabad/home/hero-shot-corner-facade-.jpg
"The Oberoi Grand, Kolkata",4.4,kolkata,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4534,https://www.oberoihotels.com/-/media/oberoi-hotels/website-images/the-oberoi-grand-kolkata/overview/welcome/tog-pool.jpg?w=724&hash=99aaebe23b237059c3306b79b5fa4117
"The Oberoi Grand, Kolkata",4.4,kolkata,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6048,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/07/d4/00/togbalcony.jpg?w=700&h=-1&s=1
The Elite Apartment Hotel,4.7,kolkata,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Kitchen,Airport shuttle,784,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/38/aa/97/front-view.jpg?w=700&h=-1&s=1
Golden Parkk Hotel,4.0,kolkata,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Spa,Bar,Restaurant,Room service,3790,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/76/bc/4c/the-golden-parkk.jpg?w=700&h=-1&s=1
Aristro Club,4.0,kolkata,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,1344,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/6b/43/c2/prayag-aristro-club.jpg?w=700&h=-1&s=1
The Panash (Hotel and Banquets),4.4,kolkata,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,1565,https://gos3.ibcdn.com/01f14696dcc911ecb42e0a58a9feac02.jfif
HOTEL ORCHID INN,4.2,kolkata,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,0,0,1027,https://cf.bstatic.com/xdata/images/hotel/max1024x768/426993127.jpg?k=965e1c1fedf43b011c6a143e444fe78dfd92f56f4958a24b8d388cb09ffe1f2f&o=&hp=1
Bubble Beds Kolkata,4.3,kolkata,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen,Full-service laundry,Business center,862,https://media-cdn.tripadvisor.com/media/photo-m/1280/19/c1/41/47/dormitory-air-conditioned.jpg
Hotel Platinum,3.9,kolkata,3-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Pet-friendly,Restaurant,Kitchen,Full-service laundry,1464,https://platinumhotel.in/images/hotel-wp-demo3-slider.jpg
